2.835101127624511719e+00,1.398734311806038022e-04,1.582670956850051880e-04,1.214491057908162475e-04
1.922224164009094238e+00,1.103024187614209950e-04,1.918598281918093562e-04,1.514855684945359826e-04
7.716031670570373535e-01,1.413317222613841295e-04,1.502081722719594836e-04,1.692940568318590522e-04
8.223145604133605957e-01,1.435056619811803102e-04,1.058360576280392706e-04,1.727486815070733428e-04
7.935035824775695801e-01,1.115934719564393163e-04,1.686217729002237320e-04,1.554256305098533630e-04
7.818508744239807129e-01,1.051142025971785188e-04,2.112854504957795143e-03,1.536518248030915856e-04
1.128395438194274902e+00,1.357817382086068392e-04,2.234305575257167220e-04,1.343606418231502175e-04
8.970213532447814941e-01,1.404907961841672659e-04,1.512056041974574327e-04,1.091638914658688009e-04
4.758368711918592453e-03,1.020298295770771801e-04,3.957044100388884544e-04,1.582011027494445443e-04
1.700322628021240234e+00,1.335923880105838180e-04,1.613624190213158727e-04,1.828875974752008915e-04
1.748496413230895996e+00,1.230777270393446088e-04,2.446704020258039236e-04,1.550374436192214489e-04
2.181671619415283203e+00,1.170606410596519709e-04,1.556428964249789715e-03,1.263626763829961419e-04
1.021771907806396484e+00,1.141792163252830505e-04,1.809260575100779533e-04,1.240071433130651712e-04
1.434118032455444336e+00,1.215398442582227290e-04,2.334823511773720384e-04,1.580632379045709968e-04
1.079807877540588379e+00,1.215169249917380512e-04,2.644746855366975069e-04,1.353985280729830265e-04
8.513349294662475586e-02,1.194302749354392290e-04,1.096287523978389800e-04,1.501758524682372808e-04
1.256731748580932617e+00,1.215248266817070544e-04,2.006522408919408917e-04,1.640116533963009715e-04
3.000000000000000000e+00,1.107097559724934399e-04,3.325068100821226835e-04,4.620616883039474487e-02
6.903824806213378906e-01,1.104154944187030196e-04,1.088088101823814213e-04,1.313391112489625812e-04
1.478914380073547363e+00,1.047974583343602717e-04,1.707969204289838672e-04,1.726707560010254383e-04
1.160822868347167969e+00,1.028420447255484760e-04,2.715578011702746153e-04,1.633243227843195200e-04
1.222612023353576660e+00,1.167339432868175209e-04,1.271693035960197449e-04,1.713181845843791962e-04
1.772113919258117676e+00,1.483296218793839216e-04,1.216955351992510259e-04,1.335654233116656542e-04
1.776271939277648926e+00,1.186419467558152974e-04,3.027858911082148552e-04,1.621091359993442893e-04
9.388733506202697754e-01,1.058811612892895937e-04,2.106358588207513094e-04,1.371216931147500873e-04
1.030523538589477539e+00,1.046248289640061557e-04,2.054678770946338773e-04,1.586246653459966183e-04
1.137298822402954102e+00,1.242641301359981298e-04,1.410635741194710135e-04,1.087957425625063479e-04
1.571672201156616211e+00,1.599684474058449268e-04,1.169639217550866306e-04,1.560585660627111793e-04
7.772850990295410156e-01,1.026270474540069699e-04,1.755935227265581489e-04,1.620003604330122471e-04
1.206798553466796875e+00,1.597153313923627138e-04,3.589836996980011463e-04,1.607184385647997260e-04
1.670282602310180664e+00,1.042491785483434796e-04,1.469943235861137509e-04,1.293602836085483432e-04
1.112115025520324707e+00,1.022480428218841553e-04,2.102982398355379701e-04,1.644184376345947385e-04
2.558904647827148438e+00,1.091752492357045412e-04,1.270845386898145080e-04,1.617299858480691910e-04
2.317598909139633179e-01,1.270620850846171379e-04,1.427896495442837477e-04,1.116313069360330701e-04
2.227124214172363281e+00,1.232605136465281248e-04,2.933407668024301529e-04,2.349156327545642853e-02
1.861319780349731445e+00,1.297421840718016028e-04,8.173477253876626492e-04,1.222909777425229549e-04
1.667865514755249023e+00,1.414363796357065439e-04,2.583214663900434971e-04,1.614005159353837371e-04
1.586079359054565430e+00,1.195069708046503365e-04,3.120692854281514883e-04,1.717383565846830606e-04
1.620911240577697754e+00,1.334018597844988108e-04,1.663795846980065107e-04,1.135896527557633817e-04
