2.000000000000000042e-02,2.000000000000000042e-02,2.000000000000000042e-02,1.910000000000000031e-01,1.910000000000000031e-01,1.910000000000000031e-01,5.719999999999999529e-01,5.719999999999999529e-01,5.719999999999999529e-01,5.340000000000000302e-01,5.340000000000000302e-01,5.340000000000000302e-01,5.719999999999999529e-01,5.719999999999999529e-01,5.719999999999999529e-01
2.199999999999999872e-02,2.199999999999999872e-02,2.199999999999999872e-02,1.789999999999999925e-01,1.789999999999999925e-01,1.789999999999999925e-01,5.799999999999999600e-01,5.799999999999999600e-01,5.799999999999999600e-01,5.540000000000000480e-01,5.540000000000000480e-01,5.540000000000000480e-01,5.679999999999999494e-01,5.679999999999999494e-01,5.679999999999999494e-01
1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,7.900000000000000078e-02,7.900000000000000078e-02,7.900000000000000078e-02,5.390000000000000346e-01,5.390000000000000346e-01,5.390000000000000346e-01,4.670000000000000262e-01,4.670000000000000262e-01,4.670000000000000262e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
1.700000000000000122e-02,1.200000000000000025e-02,1.200000000000000025e-02,1.029999999999999943e-01,9.700000000000000289e-02,9.400000000000000022e-02,5.090000000000000080e-01,5.010000000000000009e-01,5.030000000000000027e-01,5.130000000000000115e-01,5.080000000000000071e-01,5.040000000000000036e-01,5.250000000000000222e-01,5.280000000000000249e-01,5.180000000000000160e-01
6.199999999999999956e-02,5.000000000000000278e-02,1.900000000000000022e-01,1.819999999999999951e-01,1.719999999999999862e-01,1.900000000000000022e-01,5.440000000000000391e-01,5.450000000000000400e-01,5.440000000000000391e-01,4.500000000000000111e-01,4.510000000000000120e-01,4.490000000000000102e-01,5.500000000000000444e-01,5.490000000000000435e-01,5.520000000000000462e-01
5.800000000000000294e-02,5.800000000000000294e-02,5.800000000000000294e-02,2.859999999999999765e-01,2.859999999999999765e-01,2.859999999999999765e-01,6.690000000000000391e-01,6.690000000000000391e-01,6.690000000000000391e-01,6.290000000000000036e-01,6.290000000000000036e-01,6.290000000000000036e-01,6.400000000000000133e-01,6.400000000000000133e-01,6.400000000000000133e-01
4.299999999999999656e-02,4.299999999999999656e-02,4.299999999999999656e-02,2.520000000000000018e-01,2.520000000000000018e-01,2.520000000000000018e-01,6.480000000000000204e-01,6.480000000000000204e-01,6.480000000000000204e-01,6.019999999999999796e-01,6.019999999999999796e-01,6.019999999999999796e-01,6.280000000000000027e-01,6.280000000000000027e-01,6.280000000000000027e-01
1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,6.600000000000000311e-02,6.600000000000000311e-02,6.600000000000000311e-02,5.919999999999999707e-01,5.919999999999999707e-01,5.919999999999999707e-01,4.279999999999999916e-01,4.279999999999999916e-01,4.279999999999999916e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
7.000000000000000146e-03,5.000000000000000104e-03,5.000000000000000104e-03,7.799999999999999989e-02,7.799999999999999989e-02,6.300000000000000044e-02,5.020000000000000018e-01,5.030000000000000027e-01,5.020000000000000018e-01,5.300000000000000266e-01,5.350000000000000311e-01,5.190000000000000169e-01,5.440000000000000391e-01,5.540000000000000480e-01,5.400000000000000355e-01
6.199999999999999956e-02,3.599999999999999728e-02,1.900000000000000022e-01,1.380000000000000115e-01,1.300000000000000044e-01,1.900000000000000022e-01,6.209999999999999964e-01,6.209999999999999964e-01,6.069999999999999840e-01,4.089999999999999747e-01,4.099999999999999756e-01,4.129999999999999782e-01,5.320000000000000284e-01,5.300000000000000266e-01,5.220000000000000195e-01
2.000000000000000042e-03,2.000000000000000042e-03,2.000000000000000042e-03,2.800000000000000058e-02,2.800000000000000058e-02,2.800000000000000058e-02,6.939999999999999503e-01,6.939999999999999503e-01,6.939999999999999503e-01,3.820000000000000062e-01,3.820000000000000062e-01,3.820000000000000062e-01,5.020000000000000018e-01,5.020000000000000018e-01,5.020000000000000018e-01
1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03,3.599999999999999728e-02,3.599999999999999728e-02,3.599999999999999728e-02,6.830000000000000515e-01,6.830000000000000515e-01,6.830000000000000515e-01,3.890000000000000124e-01,3.890000000000000124e-01,3.890000000000000124e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
3.000000000000000062e-03,3.000000000000000062e-03,3.000000000000000062e-03,7.299999999999999545e-02,7.299999999999999545e-02,7.299999999999999545e-02,5.540000000000000480e-01,5.540000000000000480e-01,5.540000000000000480e-01,4.590000000000000191e-01,4.590000000000000191e-01,4.590000000000000191e-01,5.010000000000000009e-01,5.010000000000000009e-01,5.010000000000000009e-01
1.499999999999999944e-02,1.099999999999999936e-02,3.200000000000000067e-02,1.189999999999999947e-01,1.110000000000000014e-01,1.600000000000000033e-01,5.000000000000000000e-01,5.170000000000000151e-01,5.120000000000000107e-01,4.809999999999999831e-01,4.670000000000000262e-01,4.989999999999999991e-01,5.210000000000000187e-01,5.100000000000000089e-01,5.350000000000000311e-01
6.199999999999999956e-02,5.899999999999999689e-02,1.900000000000000022e-01,3.330000000000000182e-01,3.340000000000000191e-01,3.449999999999999734e-01,6.949999999999999512e-01,6.959999999999999520e-01,6.959999999999999520e-01,6.410000000000000142e-01,6.440000000000000169e-01,6.430000000000000160e-01,6.540000000000000258e-01,6.550000000000000266e-01,6.540000000000000258e-01
5.000000000000000104e-03,5.000000000000000104e-03,5.000000000000000104e-03,1.010000000000000064e-01,1.010000000000000064e-01,1.010000000000000064e-01,5.160000000000000142e-01,5.160000000000000142e-01,5.160000000000000142e-01,7.590000000000000080e-01,7.590000000000000080e-01,7.590000000000000080e-01,7.500000000000000000e-01,7.500000000000000000e-01,7.500000000000000000e-01
5.000000000000000104e-03,5.000000000000000104e-03,5.000000000000000104e-03,9.400000000000000022e-02,9.400000000000000022e-02,9.400000000000000022e-02,5.150000000000000133e-01,5.150000000000000133e-01,5.150000000000000133e-01,7.600000000000000089e-01,7.600000000000000089e-01,7.600000000000000089e-01,7.500000000000000000e-01,7.500000000000000000e-01,7.500000000000000000e-01
2.000000000000000042e-03,2.000000000000000042e-03,2.000000000000000042e-03,7.299999999999999545e-02,7.299999999999999545e-02,7.299999999999999545e-02,5.620000000000000551e-01,5.620000000000000551e-01,5.620000000000000551e-01,7.089999999999999636e-01,7.089999999999999636e-01,7.089999999999999636e-01,7.500000000000000000e-01,7.500000000000000000e-01,7.500000000000000000e-01
1.400000000000000029e-02,1.099999999999999936e-02,8.000000000000000167e-03,1.029999999999999943e-01,9.500000000000000111e-02,1.010000000000000064e-01,5.040000000000000036e-01,5.040000000000000036e-01,5.020000000000000018e-01,7.550000000000000044e-01,7.510000000000000009e-01,7.550000000000000044e-01,7.500000000000000000e-01,7.500000000000000000e-01,7.500000000000000000e-01
6.199999999999999956e-02,4.399999999999999745e-02,1.900000000000000022e-01,1.620000000000000051e-01,1.719999999999999862e-01,1.990000000000000102e-01,5.100000000000000089e-01,5.100000000000000089e-01,5.150000000000000133e-01,7.479999999999999982e-01,7.489999999999999991e-01,7.489999999999999991e-01,7.580000000000000071e-01,7.570000000000000062e-01,7.329999999999999849e-01
